NEW_TABLE:user
164,Erin,Thompson,Erin_Thompson,usr165@rit.edu,pw165
165,Joe,Williams,Joe_Williams,usr166@rit.edu,pw166
166,Erin,Wilson,Erin_Wilson,usr167@rit.edu,pw167
167,Sue,Thompson,Sue_Thompson,usr168@rit.edu,pw168
168,Valencia,Williams,Valencia_Williams,usr169@rit.edu,pw169
169,Valencia,Anderson,Valencia_Anderson,usr170@rit.edu,pw170
170,Bob,Williams,Bob_Williams,usr171@rit.edu,pw171
171,Mandy,Smith,Mandy_Smith,usr172@rit.edu,pw172
172,Bob,Wilson,Bob_Wilson,usr173@rit.edu,pw173
173,Frank,Doe,Frank_Doe,usr174@rit.edu,pw174
174,Mandy,Doe,Mandy_Doe,usr175@rit.edu,pw175
175,Mandy,Miller,Mandy_Miller,usr176@rit.edu,pw176
176,Frank,Smith,Frank_Smith,usr177@rit.edu,pw177
177,Billy,Anderson,Billy_Anderson,usr178@rit.edu,pw178
178,Sue,Thompson,Sue_Thompson,usr179@rit.edu,pw179
179,Bob,Williams,Bob_Williams,usr180@rit.edu,pw180
180,Sue,Wilson,Sue_Wilson,usr181@rit.edu,pw181
181,Sue,Smith,Sue_Smith,usr182@rit.edu,pw182
182,Sue,Miller,Sue_Miller,usr183@rit.edu,pw183
183,Mandy,Thompson,Mandy_Thompson,usr184@rit.edu,pw184
184,Erin,Williams,Erin_Williams,usr185@rit.edu,pw185
185,Valencia,Thompson,Valencia_Thompson,usr186@rit.edu,pw186
186,Erin,Smith,Erin_Smith,usr187@rit.edu,pw187
187,Bob,Doe,Bob_Doe,usr188@rit.edu,pw188
188,Mandy,Williams,Mandy_Williams,usr189@rit.edu,pw189
189,Bob,Wilson,Bob_Wilson,usr190@rit.edu,pw190
190,Valencia,Miller,Valencia_Miller,usr191@rit.edu,pw191
191,Bob,Wilson,Bob_Wilson,usr192@rit.edu,pw192
192,Billy,Doe,Billy_Doe,usr193@rit.edu,pw193
193,Sue,Wilson,Sue_Wilson,usr194@rit.edu,pw194
194,Mandy,Miller,Mandy_Miller,usr195@rit.edu,pw195
195,Mandy,Smith,Mandy_Smith,usr196@rit.edu,pw196
196,Bob,Thompson,Bob_Thompson,usr197@rit.edu,pw197
197,Billy,Wilson,Billy_Wilson,usr198@rit.edu,pw198
198,Frank,Wilson,Frank_Wilson,usr199@rit.edu,pw199
199,Bob,Wilson,Bob_Wilson,usr200@rit.edu,pw200
200,Mandy,Williams,Mandy_Williams,usr201@rit.edu,pw201
201,Billy,Thompson,Billy_Thompson,usr202@rit.edu,pw202
202,Frank,Doe,Frank_Doe,usr203@rit.edu,pw203
203,Mandy,Wilson,Mandy_Wilson,usr204@rit.edu,pw204
204,Joe,Williams,Joe_Williams,usr205@rit.edu,pw205
205,Valencia,Anderson,Valencia_Anderson,usr206@rit.edu,pw206
206,Sue,Doe,Sue_Doe,usr207@rit.edu,pw207
207,Joe,Thompson,Joe_Thompson,usr208@rit.edu,pw208
208,Sue,Doe,Sue_Doe,usr209@rit.edu,pw209
209,Mandy,Wilson,Mandy_Wilson,usr210@rit.edu,pw210
210,Erin,Thompson,Erin_Thompson,usr211@rit.edu,pw211
211,Billy,Doe,Billy_Doe,usr212@rit.edu,pw212
212,Frank,Wilson,Frank_Wilson,usr213@rit.edu,pw213
213,Valencia,Miller,Valencia_Miller,usr214@rit.edu,pw214
214,Billy,Smith,Billy_Smith,usr215@rit.edu,pw215
215,Billy,Williams,Billy_Williams,usr216@rit.edu,pw216
216,Billy,Thompson,Billy_Thompson,usr217@rit.edu,pw217
217,Billy,Anderson,Billy_Anderson,usr218@rit.edu,pw218
218,Billy,Smith,Billy_Smith,usr219@rit.edu,pw219
219,Valencia,Doe,Valencia_Doe,usr220@rit.edu,pw220
220,Sue,Wilson,Sue_Wilson,usr221@rit.edu,pw221
221,Billy,Thompson,Billy_Thompson,usr222@rit.edu,pw222
222,Sue,Thompson,Sue_Thompson,usr223@rit.edu,pw223
223,Erin,Doe,Erin_Doe,usr224@rit.edu,pw224
224,Erin,Anderson,Erin_Anderson,usr225@rit.edu,pw225
225,Sue,Smith,Sue_Smith,usr226@rit.edu,pw226
226,Frank,Wilson,Frank_Wilson,usr227@rit.edu,pw227
227,Billy,Wilson,Billy_Wilson,usr228@rit.edu,pw228
228,Bob,Miller,Bob_Miller,usr229@rit.edu,pw229
229,Bob,Anderson,Bob_Anderson,usr230@rit.edu,pw230
230,Sue,Thompson,Sue_Thompson,usr231@rit.edu,pw231
231,Bob,Doe,Bob_Doe,usr232@rit.edu,pw232
232,Valencia,Miller,Valencia_Miller,usr233@rit.edu,pw233
233,Mandy,Williams,Mandy_Williams,usr234@rit.edu,pw234
234,Billy,Williams,Billy_Williams,usr235@rit.edu,pw235
235,Sue,Miller,Sue_Miller,usr236@rit.edu,pw236
236,Joe,Smith,Joe_Smith,usr237@rit.edu,pw237
237,Erin,Doe,Erin_Doe,usr238@rit.edu,pw238
238,Frank,Wilson,Frank_Wilson,usr239@rit.edu,pw239
239,Erin,Doe,Erin_Doe,usr240@rit.edu,pw240
240,Valencia,Thompson,Valencia_Thompson,usr241@rit.edu,pw241
241,Joe,Thompson,Joe_Thompson,usr242@rit.edu,pw242
242,Frank,Miller,Frank_Miller,usr243@rit.edu,pw243
243,Frank,Doe,Frank_Doe,usr244@rit.edu,pw244
244,Bob,Doe,Bob_Doe,usr245@rit.edu,pw245
245,Sue,Doe,Sue_Doe,usr246@rit.edu,pw246
246,Billy,Wilson,Billy_Wilson,usr247@rit.edu,pw247
247,Bob,Anderson,Bob_Anderson,usr248@rit.edu,pw248
248,Valencia,Miller,Valencia_Miller,usr249@rit.edu,pw249
249,Sue,Miller,Sue_Miller,usr250@rit.edu,pw250
250,Sue,Doe,Sue_Doe,usr251@rit.edu,pw251
251,Erin,Anderson,Erin_Anderson,usr252@rit.edu,pw252
252,Joe,Wilson,Joe_Wilson,usr253@rit.edu,pw253
253,Frank,Williams,Frank_Williams,usr254@rit.edu,pw254
254,Mandy,Wilson,Mandy_Wilson,usr255@rit.edu,pw255
255,Sue,Smith,Sue_Smith,usr256@rit.edu,pw256
256,Bob,Smith,Bob_Smith,usr257@rit.edu,pw257
257,Billy,Smith,Billy_Smith,usr258@rit.edu,pw258
258,Mandy,Doe,Mandy_Doe,usr259@rit.edu,pw259
259,Bob,Doe,Bob_Doe,usr260@rit.edu,pw260
260,Frank,Wilson,Frank_Wilson,usr261@rit.edu,pw261
261,Mandy,Thompson,Mandy_Thompson,usr262@rit.edu,pw262
262,Mandy,Doe,Mandy_Doe,usr263@rit.edu,pw263
263,Frank,Doe,Frank_Doe,usr264@rit.edu,pw264
264,Billy,Thompson,Billy_Thompson,usr265@rit.edu,pw265
265,Mandy,Anderson,Mandy_Anderson,usr266@rit.edu,pw266
266,Mandy,Miller,Mandy_Miller,usr267@rit.edu,pw267
267,Joe,Wilson,Joe_Wilson,usr268@rit.edu,pw268
268,Valencia,Smith,Valencia_Smith,usr269@rit.edu,pw269
269,Sue,Anderson,Sue_Anderson,usr270@rit.edu,pw270
270,Valencia,Anderson,Valencia_Anderson,usr271@rit.edu,pw271
271,Frank,Wilson,Frank_Wilson,usr272@rit.edu,pw272
272,Bob,Anderson,Bob_Anderson,usr273@rit.edu,pw273
273,Billy,Thompson,Billy_Thompson,usr274@rit.edu,pw274
274,Joe,Doe,Joe_Doe,usr275@rit.edu,pw275
275,Erin,Williams,Erin_Williams,usr276@rit.edu,pw276
276,Billy,Thompson,Billy_Thompson,usr277@rit.edu,pw277
277,Valencia,Thompson,Valencia_Thompson,usr278@rit.edu,pw278
278,Sue,Smith,Sue_Smith,usr279@rit.edu,pw279
279,Joe,Smith,Joe_Smith,usr280@rit.edu,pw280
280,Billy,Thompson,Billy_Thompson,usr281@rit.edu,pw281
281,Billy,Smith,Billy_Smith,usr282@rit.edu,pw282
282,Frank,Miller,Frank_Miller,usr283@rit.edu,pw283
283,Billy,Thompson,Billy_Thompson,usr284@rit.edu,pw284
284,Bob,Williams,Bob_Williams,usr285@rit.edu,pw285
285,Frank,Doe,Frank_Doe,usr286@rit.edu,pw286
286,Valencia,Anderson,Valencia_Anderson,usr287@rit.edu,pw287
287,Joe,Wilson,Joe_Wilson,usr288@rit.edu,pw288
288,Sue,Smith,Sue_Smith,usr289@rit.edu,pw289
289,Joe,Miller,Joe_Miller,usr290@rit.edu,pw290
290,Bob,Miller,Bob_Miller,usr291@rit.edu,pw291
291,Valencia,Miller,Valencia_Miller,usr292@rit.edu,pw292
292,Sue,Doe,Sue_Doe,usr293@rit.edu,pw293
293,Sue,Doe,Sue_Doe,usr294@rit.edu,pw294
294,Joe,Doe,Joe_Doe,usr295@rit.edu,pw295
295,Frank,Miller,Frank_Miller,usr296@rit.edu,pw296
296,Erin,Williams,Erin_Williams,usr297@rit.edu,pw297
297,Erin,Anderson,Erin_Anderson,usr298@rit.edu,pw298
298,Erin,Miller,Erin_Miller,usr299@rit.edu,pw299
299,Sue,Anderson,Sue_Anderson,usr300@rit.edu,pw300
300,Billy,Doe,Billy_Doe,usr301@rit.edu,pw301
301,Sue,Thompson,Sue_Thompson,usr302@rit.edu,pw302
302,Bob,Smith,Bob_Smith,usr303@rit.edu,pw303
303,Valencia,Smith,Valencia_Smith,usr304@rit.edu,pw304
304,Erin,Smith,Erin_Smith,usr305@rit.edu,pw305
305,Mandy,Anderson,Mandy_Anderson,usr306@rit.edu,pw306
306,Erin,Wilson,Erin_Wilson,usr307@rit.edu,pw307
307,Joe,Anderson,Joe_Anderson,usr308@rit.edu,pw308
308,Mandy,Williams,Mandy_Williams,usr309@rit.edu,pw309
309,Frank,Thompson,Frank_Thompson,usr310@rit.edu,pw310
310,Joe,Miller,Joe_Miller,usr311@rit.edu,pw311
311,Bob,Thompson,Bob_Thompson,usr312@rit.edu,pw312
312,Erin,Wilson,Erin_Wilson,usr313@rit.edu,pw313
313,Mandy,Anderson,Mandy_Anderson,usr314@rit.edu,pw314
314,Erin,Smith,Erin_Smith,usr315@rit.edu,pw315
315,Billy,Miller,Billy_Miller,usr316@rit.edu,pw316
316,Frank,Williams,Frank_Williams,usr317@rit.edu,pw317
317,Billy,Doe,Billy_Doe,usr318@rit.edu,pw318
318,Frank,Smith,Frank_Smith,usr319@rit.edu,pw319
319,Joe,Anderson,Joe_Anderson,usr320@rit.edu,pw320
320,Valencia,Wilson,Valencia_Wilson,usr321@rit.edu,pw321
321,Joe,Thompson,Joe_Thompson,usr322@rit.edu,pw322
322,Billy,Thompson,Billy_Thompson,usr323@rit.edu,pw323
323,Mandy,Thompson,Mandy_Thompson,usr324@rit.edu,pw324
324,Joe,Smith,Joe_Smith,usr325@rit.edu,pw325
325,Joe,Smith,Joe_Smith,usr326@rit.edu,pw326
326,Joe,Miller,Joe_Miller,usr327@rit.edu,pw327
327,Bob,Smith,Bob_Smith,usr328@rit.edu,pw328
328,Sue,Anderson,Sue_Anderson,usr329@rit.edu,pw329
329,Sue,Miller,Sue_Miller,usr330@rit.edu,pw330
330,Erin,Anderson,Erin_Anderson,usr331@rit.edu,pw331
331,Bob,Wilson,Bob_Wilson,usr332@rit.edu,pw332
332,Joe,Wilson,Joe_Wilson,usr333@rit.edu,pw333
333,Mandy,Wilson,Mandy_Wilson,usr334@rit.edu,pw334
334,Bob,Smith,Bob_Smith,usr335@rit.edu,pw335
335,Erin,Anderson,Erin_Anderson,usr336@rit.edu,pw336
336,Sue,Miller,Sue_Miller,usr337@rit.edu,pw337
337,Bob,Smith,Bob_Smith,usr338@rit.edu,pw338
338,Joe,Wilson,Joe_Wilson,usr339@rit.edu,pw339
339,Mandy,Thompson,Mandy_Thompson,usr340@rit.edu,pw340
340,Mandy,Smith,Mandy_Smith,usr341@rit.edu,pw341
341,Mandy,Williams,Mandy_Williams,usr342@rit.edu,pw342
342,Valencia,Miller,Valencia_Miller,usr343@rit.edu,pw343
343,Sue,Doe,Sue_Doe,usr344@rit.edu,pw344
344,Bob,Miller,Bob_Miller,usr345@rit.edu,pw345
345,Frank,Williams,Frank_Williams,usr346@rit.edu,pw346
346,Valencia,Wilson,Valencia_Wilson,usr347@rit.edu,pw347
347,Bob,Doe,Bob_Doe,usr348@rit.edu,pw348
348,Frank,Anderson,Frank_Anderson,usr349@rit.edu,pw349
349,Joe,Williams,Joe_Williams,usr350@rit.edu,pw350
350,Sue,Smith,Sue_Smith,usr351@rit.edu,pw351
351,Bob,Doe,Bob_Doe,usr352@rit.edu,pw352
352,Erin,Miller,Erin_Miller,usr353@rit.edu,pw353
353,Frank,Anderson,Frank_Anderson,usr354@rit.edu,pw354
354,Valencia,Williams,Valencia_Williams,usr355@rit.edu,pw355
355,Mandy,Miller,Mandy_Miller,usr356@rit.edu,pw356
356,Joe,Miller,Joe_Miller,usr357@rit.edu,pw357
357,Valencia,Miller,Valencia_Miller,usr358@rit.edu,pw358
358,Frank,Anderson,Frank_Anderson,usr359@rit.edu,pw359
359,Sue,Doe,Sue_Doe,usr360@rit.edu,pw360
360,Frank,Wilson,Frank_Wilson,usr361@rit.edu,pw361
361,Sue,Miller,Sue_Miller,usr362@rit.edu,pw362
362,Sue,Thompson,Sue_Thompson,usr363@rit.edu,pw363
363,Frank,Doe,Frank_Doe,usr364@rit.edu,pw364
364,Mandy,Thompson,Mandy_Thompson,usr365@rit.edu,pw365
365,Joe,Anderson,Joe_Anderson,usr366@rit.edu,pw366
366,Erin,Williams,Erin_Williams,usr367@rit.edu,pw367
367,Sue,Miller,Sue_Miller,usr368@rit.edu,pw368
368,Mandy,Williams,Mandy_Williams,usr369@rit.edu,pw369
369,Bob,Anderson,Bob_Anderson,usr370@rit.edu,pw370
370,Bob,Wilson,Bob_Wilson,usr371@rit.edu,pw371
371,Erin,Anderson,Erin_Anderson,usr372@rit.edu,pw372
372,Joe,Anderson,Joe_Anderson,usr373@rit.edu,pw373
373,Valencia,Miller,Valencia_Miller,usr374@rit.edu,pw374
374,Frank,Thompson,Frank_Thompson,usr375@rit.edu,pw375
375,Mandy,Miller,Mandy_Miller,usr376@rit.edu,pw376
376,Sue,Doe,Sue_Doe,usr377@rit.edu,pw377
377,Mandy,Thompson,Mandy_Thompson,usr378@rit.edu,pw378
378,Valencia,Thompson,Valencia_Thompson,usr379@rit.edu,pw379
379,Joe,Doe,Joe_Doe,usr380@rit.edu,pw380
380,Sue,Williams,Sue_Williams,usr381@rit.edu,pw381
381,Billy,Miller,Billy_Miller,usr382@rit.edu,pw382
382,Valencia,Smith,Valencia_Smith,usr383@rit.edu,pw383
383,Bob,Williams,Bob_Williams,usr384@rit.edu,pw384
384,Sue,Doe,Sue_Doe,usr385@rit.edu,pw385
385,Mandy,Miller,Mandy_Miller,usr386@rit.edu,pw386
386,Frank,Smith,Frank_Smith,usr387@rit.edu,pw387
387,Sue,Williams,Sue_Williams,usr388@rit.edu,pw388
388,Joe,Thompson,Joe_Thompson,usr389@rit.edu,pw389
389,Erin,Williams,Erin_Williams,usr390@rit.edu,pw390
390,Frank,Anderson,Frank_Anderson,usr391@rit.edu,pw391
391,Billy,Wilson,Billy_Wilson,usr392@rit.edu,pw392
392,Valencia,Williams,Valencia_Williams,usr393@rit.edu,pw393
393,Billy,Miller,Billy_Miller,usr394@rit.edu,pw394
394,Valencia,Miller,Valencia_Miller,usr395@rit.edu,pw395
395,Valencia,Williams,Valencia_Williams,usr396@rit.edu,pw396
396,Joe,Smith,Joe_Smith,usr397@rit.edu,pw397
397,Erin,Doe,Erin_Doe,usr398@rit.edu,pw398
398,Billy,Anderson,Billy_Anderson,usr399@rit.edu,pw399
399,Erin,Williams,Erin_Williams,usr400@rit.edu,pw400
400,Joe,Smith,Joe_Smith,usr401@rit.edu,pw401
401,Joe,Wilson,Joe_Wilson,usr402@rit.edu,pw402
402,Joe,Wilson,Joe_Wilson,usr403@rit.edu,pw403
403,Sue,Williams,Sue_Williams,usr404@rit.edu,pw404
404,Sue,Anderson,Sue_Anderson,usr405@rit.edu,pw405
405,Sue,Doe,Sue_Doe,usr406@rit.edu,pw406
406,Valencia,Miller,Valencia_Miller,usr407@rit.edu,pw407
407,Mandy,Doe,Mandy_Doe,usr408@rit.edu,pw408
408,Sue,Smith,Sue_Smith,usr409@rit.edu,pw409
409,Frank,Anderson,Frank_Anderson,usr410@rit.edu,pw410
410,Bob,Miller,Bob_Miller,usr411@rit.edu,pw411
411,Erin,Thompson,Erin_Thompson,usr412@rit.edu,pw412
412,Frank,Wilson,Frank_Wilson,usr413@rit.edu,pw413
413,Valencia,Thompson,Valencia_Thompson,usr414@rit.edu,pw414
414,Joe,Smith,Joe_Smith,usr415@rit.edu,pw415
415,Billy,Smith,Billy_Smith,usr416@rit.edu,pw416
416,Valencia,Doe,Valencia_Doe,usr417@rit.edu,pw417
417,Sue,Thompson,Sue_Thompson,usr418@rit.edu,pw418
